Date UTC;HR (%)
20/07/99 21h00;78
21/07/99 00h00;88
21/07/99 03h00;94
21/07/99 06h00;94
21/07/99 09h00;65
21/07/99 12h00;48
21/07/99 15h00;45
21/07/99 18h00;50
21/07/99 21h00;64
22/07/99 00h00;72
22/07/99 03h00;72
22/07/99 06h00;68
22/07/99 09h00;60
22/07/99 12h00;46
22/07/99 15h00;46
22/07/99 18h00;46
22/07/99 21h00;72
23/07/99 00h00;82
23/07/99 03h00;82
23/07/99 06h00;77
23/07/99 09h00;49
23/07/99 12h00;44
23/07/99 15h00;41
23/07/99 18h00;44
23/07/99 21h00;56
24/07/99 00h00;59
24/07/99 03h00;72
24/07/99 06h00;67
24/07/99 09h00;43
24/07/99 12h00;36
24/07/99 15h00;30
24/07/99 18h00;28
24/07/99 21h00;44
25/07/99 00h00;56
25/07/99 03h00;72
25/07/99 06h00;68
25/07/99 09h00;44
25/07/99 12h00;27
25/07/99 15h00;23
25/07/99 18h0025/07/99 21h0026/07/99 00h00;69
26/07/99 03h00;88
26/07/99 06h00;83
26/07/99 09h00;48
26/07/99 12h00;26
26/07/99 15h00;25
26/07/99 18h00;28
26/07/99 21h00;48
27/07/99 00h00;78
27/07/99 03h00;78
27/07/99 06h00;83
27/07/99 09h00;83
27/07/99 12h00;74
27/07/99 15h00;88
27/07/99 18h00;88
27/07/99 21h00;94
28/07/99 00h00;94
28/07/99 03h00;94
28/07/99 06h00;94
28/07/99 09h00;83
28/07/99 12h00;83
28/07/99 15h00;78
28/07/99 18h00;88
28/07/99 21h00;94
29/07/99 00h00;100
29/07/99 03h00;94
29/07/99 06h00;100
29/07/99 09h00;88
29/07/99 12h00;70
29/07/99 15h00;62
29/07/99 18h0029/07/99 21h00;94
30/07/99 00h00;94
30/07/99 03h00;100
30/07/99 06h00;100
30/07/99 09h00;69
30/07/99 12h00;55
30/07/99 15h00;58
30/07/99 18h00;65
30/07/99 21h00;88
31/07/99 00h00;94
31/07/99 03h00;100
31/07/99 06h00;100
31/07/99 09h00;73
31/07/99 12h00;48
31/07/99 15h00;48
31/07/99 18h00;58
31/07/99 21h00;88
01/08/99 00h00;94
01/08/99 03h00;94
01/08/99 06h00;88
01/08/99 09h00;73
01/08/99 12h00;54
01/08/99 15h00;46
01/08/99 18h00;49
01/08/99 21h00;78
02/08/99 00h00;88
02/08/99 03h00;88
02/08/99 06h00;94
02/08/99 09h00;74
02/08/99 12h00;88
02/08/99 15h00;94
02/08/99 18h00;88
02/08/99 21h00;94
03/08/99 00h00;94
03/08/99 03h00;94
03/08/99 06h00;94
03/08/99 09h00;94
03/08/99 12h00;65
03/08/99 15h00;65
03/08/99 18h00;69
03/08/99 21h00;78
04/08/99 00h00;88
04/08/99 03h0004/08/99 06h00;88
04/08/99 09h00;66
04/08/99 12h0004/08/99 15h00;62
04/08/99 18h00;78
04/08/99 21h00;88
05/08/99 00h00;94
05/08/99 03h00;94
05/08/99 06h00;100
05/08/99 09h00;61
05/08/99 12h00;48
05/08/99 15h00;48
05/08/99 18h00;51
05/08/99 21h00;78
06/08/99 00h00;83
06/08/99 03h00;83
06/08/99 06h00;94
06/08/99 09h00;74
06/08/99 12h00;94
06/08/99 15h00;83
06/08/99 18h00;73
06/08/99 21h00;88
07/08/99 00h00;94
07/08/99 03h00;94
07/08/99 06h00;94
07/08/99 09h00;88
07/08/99 12h00;70
07/08/99 15h00;66
07/08/99 18h00;94
07/08/99 21h00;100
08/08/99 00h00;88
08/08/99 03h00;94
08/08/99 06h00;94
08/08/99 09h00;65
08/08/99 12h00;48
08/08/99 15h0008/08/99 18h00;48
08/08/99 21h00;88
09/08/99 00h00;83
09/08/99 03h00;94
09/08/99 06h00;88
09/08/99 09h00;47
09/08/99 12h00;54
09/08/99 15h00;54
09/08/99 18h00;69
09/08/99 21h00;83
10/08/99 00h00;88
10/08/99 03h00;88
10/08/99 06h00;94
10/08/99 09h00;88
10/08/99 12h00;94
10/08/99 15h00;65
10/08/99 18h00;57
10/08/99 21h00;88
11/08/99 00h00;88
11/08/99 03h00;94
11/08/99 06h00;94
11/08/99 09h00;73
11/08/99 12h00;65
11/08/99 15h00;57
11/08/99 18h00;61
11/08/99 21h00;78
12/08/99 00h00;83
12/08/99 03h00;88
12/08/99 06h00;88
12/08/99 09h00;56
12/08/99 12h00;50
12/08/99 15h00;47
12/08/99 18h00;53
12/08/99 21h00;73
13/08/99 00h00;88
13/08/99 03h00;94
13/08/99 06h00;94
13/08/99 09h00;60
13/08/99 12h00;50
13/08/99 15h00;50
13/08/99 18h00;65
13/08/99 21h00;83
14/08/99 00h00;94
14/08/99 03h00;94
14/08/99 06h00;94
14/08/99 09h00;73
14/08/99 12h00;73
14/08/99 15h00;73
14/08/99 18h00;94
14/08/99 21h00;94
15/08/99 00h00;88
15/08/99 03h00;100
15/08/99 06h00;94
15/08/99 09h00;69
15/08/99 12h00;65
15/08/99 15h00;61
15/08/99 18h00;65
15/08/99 21h00;83
16/08/99 00h00;88
16/08/99 03h00;94
16/08/99 06h00;83
16/08/99 09h00;73
16/08/99 12h00;61
16/08/99 15h00;54
16/08/99 18h00;65
16/08/99 21h00;88
17/08/99 00h00;88
17/08/99 03h00;94
17/08/99 06h00;94
17/08/99 09h00;78
17/08/99 12h00;53
17/08/99 15h00;53
17/08/99 18h00;53
17/08/99 21h00;73
18/08/99 00h00;83
18/08/99 03h00;83
18/08/99 06h00;88
18/08/99 09h00;88
18/08/99 12h00;57
18/08/99 15h00;53
18/08/99 18h00;60
18/08/99 21h00;77
19/08/99 00h00;88
19/08/99 03h00;94
19/08/99 06h00;94
19/08/99 09h00;73
19/08/99 12h00;44
19/08/99 15h00;50
19/08/99 18h00;57
19/08/99 21h00;77
20/08/99 00h00;77
20/08/99 03h00;88
20/08/99 06h00;88
20/08/99 09h00;60
20/08/99 12h00;44
20/08/99 15h00;38
20/08/99 18h00;44
20/08/99 21h00;64
21/08/99 00h00;82
21/08/99 03h00;88
21/08/99 06h00;94
21/08/99 09h00;57
21/08/99 12h00;47
21/08/99 15h00;40
21/08/99 18h00;39
21/08/99 21h00;57
22/08/99 00h00;73
22/08/99 03h00;77
22/08/99 06h00;88
22/08/99 09h00;61
22/08/99 12h00;43
22/08/99 15h00;38
22/08/99 18h00;48
22/08/99 21h00;73
23/08/99 00h00;88
23/08/99 03h00;94
23/08/99 06h00;94
23/08/99 09h00;73
23/08/99 12h00;51
23/08/99 15h00;45
23/08/99 18h00;51
23/08/99 21h00;78
24/08/99 00h00;78
24/08/99 03h00;88
24/08/99 06h00;88
24/08/99 09h00;61
24/08/99 12h00;52
24/08/99 15h00;39
24/08/99 18h00;41
24/08/99 21h00;79
25/08/99 00h00;88
25/08/99 03h00;89
25/08/99 06h00;94
25/08/99 09h00;79
25/08/99 12h00;59
25/08/99 15h00;55
25/08/99 18h00;74
25/08/99 21h00;88
26/08/99 00h00;88
26/08/99 03h00;94
26/08/99 06h00;94
26/08/99 09h00;83
26/08/99 12h00;69
26/08/99 15h00;62
26/08/99 18h0026/08/99 21h00;78
27/08/99 00h00;88
27/08/99 03h00;88
27/08/99 06h00;88
27/08/99 09h00;83
27/08/99 12h00;54
27/08/99 15h00;48
27/08/99 18h00;51
27/08/99 21h00;61
28/08/99 00h00;73
28/08/99 03h00;73
28/08/99 06h00;73
28/08/99 09h00;54
28/08/99 12h00;42
28/08/99 15h00;35
28/08/99 18h00;40
28/08/99 21h00;65
29/08/99 00h00;68
29/08/99 03h00;77
29/08/99 06h00;88
29/08/99 09h00;54
29/08/99 12h00;37
29/08/99 15h00;33
29/08/99 18h00;50
29/08/99 21h00;64
30/08/99 00h00;83
30/08/99 03h00;88
30/08/99 06h00;88
30/08/99 09h00;50
30/08/99 12h00;42
30/08/99 15h00;35
30/08/99 18h00;48
30/08/99 21h00;69
31/08/99 00h00;88
31/08/99 03h00;88
31/08/99 06h00;88
31/08/99 09h00;54
31/08/99 12h00;32
31/08/99 15h00;35
31/08/99 18h00;39
31/08/99 21h00;65
01/09/99 00h00;84
01/09/99 03h00;84
01/09/99 06h00;81
01/09/99 09h00;76
01/09/99 12h00;80
01/09/99 15h00;64
01/09/99 18h00;78
01/09/99 21h00;57
02/09/99 00h00;73
02/09/99 03h00;83
02/09/99 06h00;77
02/09/99 09h00;54
02/09/99 12h00;40
02/09/99 15h00;32
02/09/99 18h00;29
02/09/99 21h00;50
03/09/99 00h00;64
03/09/99 03h00;73
03/09/99 06h00;82
03/09/99 09h00;61
03/09/99 12h00;47
03/09/99 15h00;32
03/09/99 18h00;41
03/09/99 21h00;68
04/09/99 00h00;88
04/09/99 03h00;94
04/09/99 06h00;100
04/09/99 09h0004/09/99 12h00;48
04/09/99 15h0004/09/99 18h00;42
04/09/99 21h0005/09/99 00h00;77
05/09/99 03h0005/09/99 06h00;94
05/09/99 09h0005/09/99 12h00;48
05/09/99 15h0005/09/99 18h00;42
05/09/99 21h0006/09/99 00h00;88
06/09/99 03h0006/09/99 06h00;94
06/09/99 09h00;73
06/09/99 12h00;45
06/09/99 15h00;42
06/09/99 18h00;54
06/09/99 21h00;78
07/09/99 00h00;88
07/09/99 03h00;94
07/09/99 06h00;100
07/09/99 09h00;78
07/09/99 12h00;54
07/09/99 15h00;39
07/09/99 18h00;61
07/09/99 21h00;78
08/09/99 00h00;88
08/09/99 03h00;94
08/09/99 06h00;94
08/09/99 09h00;65
08/09/99 12h00;45
08/09/99 15h00;40
08/09/99 18h00;48
08/09/99 21h00;73
09/09/99 00h00;82
09/09/99 03h00;88
09/09/99 06h0009/09/99 09h00;57
09/09/99 12h00;40
09/09/99 15h00;38
09/09/99 18h00;42
09/09/99 21h00;73
10/09/99 00h00;88
10/09/99 03h00;94
10/09/99 06h00;94
10/09/99 09h00;54
10/09/99 12h00;38
10/09/99 15h00;29
10/09/99 18h00;43
10/09/99 21h00;65
11/09/99 00h00;78
11/09/99 03h00;78
11/09/99 06h00;83
11/09/99 09h00;57
11/09/99 12h00;32
11/09/99 15h00;38
11/09/99 18h00;48
11/09/99 21h00;94
12/09/99 00h00;94
12/09/99 03h00;94
12/09/99 06h00;88
12/09/99 09h00;88
12/09/99 12h00;69
12/09/99 15h00;54
12/09/99 18h00;69
12/09/99 21h00;83
13/09/99 00h00;94
13/09/99 03h00;94
13/09/99 06h00;94
13/09/99 09h0013/09/99 12h0013/09/99 15h0013/09/99 18h00;94
13/09/99 21h00;94
14/09/99 00h00;94
14/09/99 03h00;94
14/09/99 06h00;94
14/09/99 09h00;77
14/09/99 12h00;60
14/09/99 15h00;64
14/09/99 18h00;63
14/09/99 21h00;81
15/09/99 00h00;86
15/09/99 03h00;91
15/09/99 06h00;94
15/09/99 09h00;72
15/09/99 12h00;43
15/09/99 15h00;41
15/09/99 18h00;46
15/09/99 21h00;82
16/09/99 00h00;94
16/09/99 03h00;93
16/09/99 06h00;100
16/09/99 09h00;64
16/09/99 12h00;39
16/09/99 15h00;44
16/09/99 18h00;66
16/09/99 21h00;88
17/09/99 00h00;91
17/09/99 03h00;94
17/09/99 06h00;96
17/09/99 09h00;89
17/09/99 12h00;71
17/09/99 15h00;82
17/09/99 18h00;89
17/09/99 21h00;100
18/09/99 00h00;94
18/09/99 03h00;94
18/09/99 06h00;94
18/09/99 09h00;88
18/09/99 12h00;73
18/09/99 15h00;47
18/09/99 18h00;60
18/09/99 21h00;64
19/09/99 00h00;73
19/09/99 03h00;94
19/09/99 06h00;94
19/09/99 09h00;82
19/09/99 12h00;73
19/09/99 15h00;73
19/09/99 18h00;94
19/09/99 21h00;88
20/09/99 00h00;94
20/09/99 03h00;94
20/09/99 06h00;94
20/09/99 09h00;94
20/09/99 12h0020/09/99 15h00;77
20/09/99 18h00;82
20/09/99 21h00;88
21/09/99 00h00;88
21/09/99 03h00;94
21/09/99 06h00;94
21/09/99 09h00;88
21/09/99 12h00;78
21/09/99 15h00;78
21/09/99 18h00;83
21/09/99 21h00;94
22/09/99 00h00;88
22/09/99 03h00;83
22/09/99 06h00;88
22/09/99 09h00;83
22/09/99 12h00;57
22/09/99 15h00;51
22/09/99 18h00;65
22/09/99 21h00;65
23/09/99 00h00;69
23/09/99 03h00;88
23/09/99 06h00;94
23/09/99 09h00;65
23/09/99 12h00;39
23/09/99 15h00;39
23/09/99 18h00;53
23/09/99 21h00;82
24/09/99 00h00;82
24/09/99 03h00;82
24/09/99 06h00;88
24/09/99 09h00;61
24/09/99 12h00;45
24/09/99 15h00;50
24/09/99 18h00;73
24/09/99 21h00;78
25/09/99 00h00;88
25/09/99 03h00;94
25/09/99 06h00;94
25/09/99 09h00;88
25/09/99 12h00;78
25/09/99 15h00;77
25/09/99 18h00;82
25/09/99 21h00;88
26/09/99 00h00;94
26/09/99 03h00;94
26/09/99 06h00;94
26/09/99 09h00;78
26/09/99 12h00;77
26/09/99 15h00;64
26/09/99 18h00;73
26/09/99 21h00;88
27/09/99 00h00;88
27/09/99 03h00;88
27/09/99 06h00;88
27/09/99 09h00;68
27/09/99 12h00;78
27/09/99 15h00;88
27/09/99 18h00;83
27/09/99 21h00;92
28/09/99 00h00;90
28/09/99 03h00;91
28/09/99 06h00;84
28/09/99 09h00;81
28/09/99 12h00;72
28/09/99 15h00;67
28/09/99 18h00;81
28/09/99 21h00;93
29/09/99 00h00;95
29/09/99 03h00;96
29/09/99 06h0029/09/99 09h00;80
29/09/99 12h00;49
29/09/99 15h00;40
29/09/99 18h00;46
29/09/99 21h00;64
30/09/99 00h00;88
30/09/99 03h00;91
30/09/99 06h00;77
30/09/99 09h00;87
30/09/99 12h00;74
30/09/99 15h00;77
30/09/99 18h00;74
30/09/99 21h00;82
01/10/99 00h00;84
01/10/99 03h00;84
01/10/99 06h00;81
01/10/99 09h00;76
01/10/99 12h00;80
01/10/99 15h00;64
01/10/99 18h00;78
01/10/99 21h00;88
02/10/99 00h00;87
02/10/99 03h00;90
02/10/99 06h00;93
02/10/99 09h00;86
02/10/99 12h0002/10/99 15h00;70
02/10/99 18h00;94
02/10/99 21h00;93
03/10/99 00h00;94
03/10/99 03h00;26
03/10/99 06h00;94
03/10/99 09h00;77
03/10/99 12h00;63
03/10/99 15h00;52
03/10/99 18h00;68
03/10/99 21h00;86
04/10/99 00h00;83
04/10/99 03h00;93
04/10/99 06h00;95
04/10/99 09h00;71
04/10/99 12h00;71
04/10/99 15h0004/10/99 18h00;88
04/10/99 21h00;91
05/10/99 00h00;94
05/10/99 03h00;96
05/10/99 06h00;95
05/10/99 09h00;72
05/10/99 12h00;51
05/10/99 15h00;44
05/10/99 18h00;54
05/10/99 21h00;73
06/10/99 00h00;77
06/10/99 03h00;85
06/10/99 06h00;89
06/10/99 09h00;68
06/10/99 12h00;56
06/10/99 15h00;45
06/10/99 18h00;61
06/10/99 21h00;85
07/10/99 00h00;91
07/10/99 03h00;93
07/10/99 06h00;94
07/10/99 09h00;81
07/10/99 12h00;48
07/10/99 15h00;46
07/10/99 18h00;61
07/10/99 21h00;92
08/10/99 00h00;93
08/10/99 03h00;93
08/10/99 06h00;94
08/10/99 09h00;75
08/10/99 12h00;46
08/10/99 15h00;48
08/10/99 18h00;70
08/10/99 21h00;85
09/10/99 00h00;92
09/10/99 03h00;94
09/10/99 06h00;96
09/10/99 09h00;92
09/10/99 12h00;71
09/10/99 15h00;71
09/10/99 18h00;81
09/10/99 21h00;90
10/10/99 00h00;92
10/10/99 03h00;90
10/10/99 06h00;92
10/10/99 09h00;64
10/10/99 12h00;52
10/10/99 15h00;52
10/10/99 18h00;67
10/10/99 21h00;83
11/10/99 00h00;89
11/10/99 03h00;93
11/10/99 06h00;94
11/10/99 09h00;78
11/10/99 12h00;61
11/10/99 15h00;61
11/10/99 18h00;80
11/10/99 21h00;90
12/10/99 00h00;93
12/10/99 03h00;95
12/10/99 06h00;96
12/10/99 09h00;97
12/10/99 12h00;78
12/10/99 15h00;66
12/10/99 18h00;80
12/10/99 21h00;91
13/10/99 00h00;92
13/10/99 03h00;93
13/10/99 06h00;93
13/10/99 09h00;79
13/10/99 12h00;70
13/10/99 15h00;76
13/10/99 18h00;86
13/10/99 21h00;90
14/10/99 00h00;93
14/10/99 03h00;95
14/10/99 06h00;96
14/10/99 09h00;96
14/10/99 12h00;94
14/10/99 15h00;82
14/10/99 18h00;91
14/10/99 21h00;95
15/10/99 00h00;96
15/10/99 03h00;97
15/10/99 06h00;97
15/10/99 09h00;97
15/10/99 12h00;97
15/10/99 15h00;65
15/10/99 18h00;87
15/10/99 21h00;94
16/10/99 00h00;96
16/10/99 03h00;96
16/10/99 06h00;97
16/10/99 09h00;96
16/10/99 12h00;61
16/10/99 15h00;60
16/10/99 18h00;78
16/10/99 21h00;91
17/10/99 00h00;94
17/10/99 03h00;96
17/10/99 06h00;97
17/10/99 09h00;97
17/10/99 12h00;86
17/10/99 15h00;91
17/10/99 18h00;95
17/10/99 21h00;96
18/10/99 00h00;96
18/10/99 03h00;96
18/10/99 06h00;100
18/10/99 09h00;96
18/10/99 12h0018/10/99 15h00;94
18/10/99 18h00;93
18/10/99 21h00;95
19/10/99 00h00;95
19/10/99 03h0019/10/99 06h00;95
19/10/99 09h00;96
19/10/99 12h00;79
19/10/99 15h00;90
19/10/99 18h00;94
19/10/99 21h00;95
20/10/99 00h00;95
20/10/99 03h00;96
20/10/99 06h00;90
20/10/99 09h00;91
20/10/99 12h00;90
20/10/99 15h00;93
20/10/99 18h00;94
20/10/99 21h00;94
21/10/99 00h00;95
21/10/99 03h00;94
21/10/99 06h00;95
21/10/99 09h00;88
21/10/99 12h00;68
21/10/99 15h00;61
21/10/99 18h00;74
21/10/99 21h00;76
22/10/99 00h00;82
22/10/99 03h00;75
22/10/99 06h00;82
22/10/99 09h00;75
22/10/99 12h00;81
22/10/99 15h00;72
22/10/99 18h00;75
22/10/99 21h00;75
23/10/99 00h00;79
23/10/99 03h00;82
23/10/99 06h00;83
23/10/99 09h00;71
23/10/99 12h00;52
23/10/99 15h00;52
23/10/99 18h00;66
23/10/99 21h00;54
24/10/99 00h00;65
24/10/99 03h00;82
24/10/99 06h00;88
24/10/99 09h00;89
24/10/99 12h00;57
24/10/99 15h00;40
24/10/99 18h00;65
24/10/99 21h00;74
25/10/99 00h00;91
25/10/99 03h00;81
25/10/99 06h00;87
25/10/99 09h00;72
25/10/99 12h00;49
25/10/99 15h0025/10/99 18h00;79
25/10/99 21h0026/10/99 00h00;91
26/10/99 03h00;93
26/10/99 06h00;92
26/10/99 09h00;84
26/10/99 12h00;48
26/10/99 15h00;51
26/10/99 18h00;65
26/10/99 21h00;74
27/10/99 00h00;84
27/10/99 03h00;92
27/10/99 06h00;92
27/10/99 09h00;78
27/10/99 12h00;70
27/10/99 15h00;64
27/10/99 18h00;75
27/10/99 21h00;82
28/10/99 00h00;86
28/10/99 03h00;88
28/10/99 06h00;78
28/10/99 09h00;75
28/10/99 12h00;60
28/10/99 15h00;63
28/10/99 18h0028/10/99 21h00;87
29/10/99 00h00;92
29/10/99 03h00;91
29/10/99 06h00;89
29/10/99 09h00;85
29/10/99 12h00;76
29/10/99 15h00;79
29/10/99 18h00;87
29/10/99 21h00;90
30/10/99 00h0030/10/99 03h00;95
30/10/99 06h00;96
30/10/99 09h0030/10/99 12h00;52
30/10/99 15h00;58
30/10/99 18h00;72
30/10/99 21h00;74
31/10/99 00h00;81
31/10/99 03h00;93
31/10/99 06h00;94
31/10/99 09h00;82
31/10/99 12h00;63
31/10/99 15h00;59
31/10/99 18h00;78
31/10/99 21h00;84
01/11/99 00h00;82
01/11/99 03h00;78
01/11/99 06h00;77
01/11/99 09h00;73
01/11/99 12h00;69
01/11/99 15h00;68
01/11/99 18h00;83
01/11/99 21h00;93
02/11/99 00h00;87
02/11/99 03h00;90
02/11/99 06h00;94
02/11/99 09h00;93
02/11/99 12h00;92
02/11/99 15h00;87
02/11/99 18h00;85
02/11/99 21h00;87
03/11/99 00h00;93
03/11/99 03h00;95
03/11/99 06h00;95
03/11/99 09h00;96
03/11/99 12h0003/11/99 15h00;57
03/11/99 18h00;72
03/11/99 21h00;88
04/11/99 00h00;89
04/11/99 03h00;93
04/11/99 06h00;95
04/11/99 09h00;85
04/11/99 12h00;58
04/11/99 15h00;53
04/11/99 18h00;82
04/11/99 21h00;92
05/11/99 00h00;94
05/11/99 03h00;95
05/11/99 06h00;91
05/11/99 09h00;83
05/11/99 12h00;81
05/11/99 15h00;72
05/11/99 18h00;73
05/11/99 21h00;88
06/11/99 00h00;92
06/11/99 03h00;95
06/11/99 06h00;87
06/11/99 09h00;86
06/11/99 12h00;82
06/11/99 15h00;79
06/11/99 18h00;88
06/11/99 21h00;87
07/11/99 00h00;91
07/11/99 03h00;94
07/11/99 06h00;95
07/11/99 09h00;87
07/11/99 12h00;54
07/11/99 15h00;49
07/11/99 18h00;73
07/11/99 21h00;87
08/11/99 00h0008/11/99 03h00;94
08/11/99 06h00;94
08/11/99 09h00;93
08/11/99 12h00;63
08/11/99 15h00;72
08/11/99 18h00;81
08/11/99 21h00;84
09/11/99 00h00;85
09/11/99 03h00;87
09/11/99 06h00;90
09/11/99 09h00;90
09/11/99 12h00;73
09/11/99 15h00;59
09/11/99 18h00;70
09/11/99 21h00;77
10/11/99 00h00;78
10/11/99 03h00;88
10/11/99 06h00;92
10/11/99 09h00;88
10/11/99 12h00;70
10/11/99 15h00;72
10/11/99 18h00;81
10/11/99 21h00;83
11/11/99 00h00;87
11/11/99 03h00;92
11/11/99 06h00;92
11/11/99 09h00;84
11/11/99 12h00;71
11/11/99 15h00;81
11/11/99 18h00;81
11/11/99 21h00;87
12/11/99 00h00;87
12/11/99 03h00;88
12/11/99 06h00;90
12/11/99 09h00;88
12/11/99 12h00;90
12/11/99 15h00;95
12/11/99 18h00;94
12/11/99 21h00;91
13/11/99 00h00;95
13/11/99 03h00;96
13/11/99 06h00;96
13/11/99 09h00;96
13/11/99 12h00;95
13/11/99 15h00;91
13/11/99 18h00;94
13/11/99 21h00;94
14/11/99 00h00;91
14/11/99 03h00;89
14/11/99 06h00;89
14/11/99 09h00;88
14/11/99 12h00;83
14/11/99 15h00;79
14/11/99 18h00;83
14/11/99 21h00;89
15/11/99 00h00;90
15/11/99 03h00;90
15/11/99 06h00;92
15/11/99 09h00;84
15/11/99 12h00;72
15/11/99 15h00;66
15/11/99 18h00;59
15/11/99 21h00;72
16/11/99 00h00;83
16/11/99 03h00;48
16/11/99 06h00;91
16/11/99 09h00;85
16/11/99 12h00;55
16/11/99 15h00;44
16/11/99 18h00;63
16/11/99 21h00;89
17/11/99 00h00;94
17/11/99 03h00;92
17/11/99 06h00;94
17/11/99 09h00;91
17/11/99 12h00;71
17/11/99 15h00;83
17/11/99 18h00;91
17/11/99 21h00;90
18/11/99 00h00;93
18/11/99 03h00;91
18/11/99 06h00;94
18/11/99 09h00;94
18/11/99 12h00;86
18/11/99 15h00;93
18/11/99 18h0018/11/99 21h00;82
19/11/99 00h00;77
19/11/99 03h00;88
19/11/99 06h00;87
19/11/99 09h00;84
19/11/99 12h00;64
19/11/99 15h00;63
19/11/99 18h00;79
19/11/99 21h00;74
20/11/99 00h00;85
20/11/99 03h00;87
20/11/99 06h00;88
20/11/99 09h00;83
20/11/99 12h00;84
20/11/99 15h00;85
20/11/99 18h00;89
20/11/99 21h00;92
21/11/99 00h00;90
21/11/99 03h00;88
21/11/99 06h00;87
21/11/99 09h00;81
21/11/99 12h00;67
21/11/99 15h00;67
21/11/99 18h00;72
21/11/99 21h00;76
22/11/99 00h00;75
22/11/99 03h00;85
22/11/99 06h00;89
22/11/99 09h00;87
22/11/99 12h00;56
22/11/99 15h00;58
22/11/99 18h00;80
22/11/99 21h00;89
23/11/99 00h00;81
23/11/99 03h00;81
23/11/99 06h00;88
23/11/99 09h00;94
23/11/99 12h00;88
23/11/99 15h00;76
23/11/99 18h00;87
23/11/99 21h00;94
24/11/99 00h00;96
24/11/99 03h00;96
24/11/99 06h00;97
24/11/99 09h00;97
24/11/99 12h00;92
24/11/99 15h00;79
24/11/99 18h00;91
24/11/99 21h00;94
25/11/99 00h00;96
25/11/99 03h00;96
25/11/99 06h00;97
25/11/99 09h00;97
25/11/99 12h00;97
25/11/99 15h00;95
25/11/99 18h00;97
25/11/99 21h00;98
26/11/99 00h00;98
26/11/99 03h00;99
26/11/99 06h00;99
26/11/99 09h00;97
26/11/99 12h00;64
26/11/99 15h00;54
26/11/99 18h00;74
26/11/99 21h00;79
27/11/99 00h00;82
27/11/99 03h00;86
27/11/99 06h00;86
27/11/99 09h00;76
27/11/99 12h00;49
27/11/99 15h00;58
27/11/99 18h00;79
27/11/99 21h00;85
28/11/99 00h00;94
28/11/99 03h00;97
28/11/99 06h00;98
28/11/99 09h00;98
28/11/99 12h00;70
28/11/99 15h00;61
28/11/99 18h00;77
28/11/99 21h00;79
29/11/99 00h00;89
29/11/99 03h00;90
29/11/99 06h00;93
29/11/99 09h00;85
29/11/99 12h00;72
29/11/99 15h00;70
29/11/99 18h00;83
29/11/99 21h00;88
30/11/99 00h00;93
30/11/99 03h00;93
30/11/99 06h00;94
30/11/99 09h00;90
30/11/99 12h00;65
30/11/99 15h00;60
30/11/99 18h00;86
30/11/99 21h00;94
01/12/99 00h00;96
01/12/99 03h00;97
01/12/99 06h00;98
01/12/99 09h00;99
01/12/99 12h00;76
01/12/99 15h00;68
01/12/99 18h00;82
01/12/99 21h00;88
02/12/99 00h00;90
02/12/99 03h00;88
02/12/99 06h00;86
02/12/99 09h00;82
02/12/99 12h00;62
02/12/99 15h00;67
02/12/99 18h00;78
02/12/99 21h00;78
03/12/99 00h00;93
03/12/99 03h00;95
03/12/99 06h00;98
03/12/99 09h00;98
03/12/99 12h00;80
03/12/99 15h00;80
03/12/99 18h00;90
03/12/99 21h00;91
04/12/99 00h00;89
04/12/99 03h00;86
04/12/99 06h00;85
04/12/99 09h00;87
04/12/99 12h0004/12/99 15h00;93
04/12/99 18h00;95
04/12/99 21h00;93
05/12/99 00h00;93
05/12/99 03h00;90
05/12/99 06h00;90
05/12/99 09h00;85
05/12/99 12h00;65
05/12/99 15h00;48
05/12/99 18h00;83
05/12/99 21h00;93
06/12/99 00h00;95
06/12/99 03h00;96
06/12/99 06h00;96
06/12/99 09h00;87
06/12/99 12h00;56
06/12/99 15h00;50
06/12/99 18h00;62
06/12/99 21h00;79
07/12/99 00h00;92
07/12/99 03h00;94
07/12/99 06h00;94
07/12/99 09h00;97
07/12/99 12h00;87
07/12/99 15h00;70
07/12/99 18h00;87
07/12/99 21h00;96
08/12/99 00h00;94
08/12/99 03h00;93
08/12/99 06h00;97
08/12/99 09h00;97
08/12/99 12h00;81
08/12/99 15h00;76
08/12/99 18h00;90
08/12/99 21h00;86
09/12/99 00h00;89
09/12/99 03h00;89
09/12/99 06h00;84
09/12/99 09h00;95
09/12/99 12h00;94
09/12/99 15h00;88
09/12/99 18h00;88
09/12/99 21h00;89
10/12/99 00h00;90
10/12/99 03h00;93
10/12/99 06h00;92
10/12/99 09h00;89
10/12/99 12h00;75
10/12/99 15h00;71
10/12/99 18h00;91
10/12/99 21h00;96
11/12/99 00h00;93
11/12/99 03h00;89
11/12/99 06h00;88
11/12/99 09h00;89
11/12/99 12h00;87
11/12/99 15h00;92
11/12/99 18h00;88
11/12/99 21h00;76
12/12/99 00h00;71
12/12/99 03h00;71
12/12/99 06h00;82
12/12/99 09h00;76
12/12/99 12h00;62
12/12/99 15h00;67
12/12/99 18h00;75
12/12/99 21h00;77
13/12/99 00h00;79
13/12/99 03h00;87
13/12/99 06h00;87
13/12/99 09h00;87
13/12/99 12h00;80
13/12/99 15h00;87
13/12/99 18h0013/12/99 21h00;95
14/12/99 00h00;92
14/12/99 03h00;96
14/12/99 06h00;96
14/12/99 09h00;96
14/12/99 12h00;97
